Dialogue,instrument,action,tissue,generated_feedback,alignment_score
just go through it up there... the whole thing,[NONE],[go through],[NONE],Clarify your next step before proceeding.,2
try to open the scissors,[scissors],[open],[NONE],"Open the scissors carefully, ensuring no tissue is in the way.",4
"so what were gonna do inside is wash, clean, bipolar any vessels, monopolar, low pressure, wait, bladder neck","[bipolar, monopolar]","[wash, clean, bipolar, monopolar, wait]","[vessels, bladder neck]",Use bipolar to control bleeding at the vessels.,3
"I do, chromic stitch, start from 5 to 7",[chromic stitch],[start],[NONE],Begin suturing with the chromic stitch.,3
Lets go inside the fossa,[NONE],[go inside],[NONE],Proceed with caution as you advance.,3
"do you appreciate the prostate, which was at apical side, now is retracted in its place",[retractor],[NONE],"[prostate, apical side]",Position the retractor to expose the apical side of the prostate.,3
do you see that periurethral stuff? which is coming out w us? its very important,[NONE],[NONE],[periurethral tissue],Focus on the periurethral tissue.,3
just bipolar all of that,[bipolar],[bipolar],[NONE],"Use the bipolar instrument cautiously, ensuring no unintended tissue contact.",3
it wanted to come out w us but we retracted and now....supporting urethra,[retractor],[NONE],[urethra],Position the retractor to optimize urethra exposure.,3
uh huh clean that,[NONE],[clean],[NONE],Ensure the surgical field is clear and free of debris.,4
"*responding to resident* yeah, suture cut to me",[suture],[suture cut],[NONE],Ensure the suture is cut cleanly and precisely.,4
grab it with your R hand,[left hand],[grab],[NONE],Use the left hand to grab the intended tissue.,2
pull pull pull,[NONE],[pull],[NONE],Ensure controlled movement while pulling.,3
"mmhm, grab it, tie it",[NONE],"[grab, tie]",[NONE],Ensure secure handling and tying with appropriate instruments.,4
pull,[NONE],[pull],[NONE],Ensure controlled tension while pulling.,4
cut it,[NONE],[cut],[NONE],Specify instrument and tissue before proceeding with the cut.,3
come back a little more for him,[NONE],[come back a little more],[NONE],Come back a little more.,4
"follow his air seal, look at air seal",[NONE],"[follow, look]",[NONE],Focus on the surgical field and maintain awareness.,2
you want to switch to a needle driver?,[needle driver],[switch],[NONE],Switch the needle driver to the other hand.,4
"I thought we switched to needle driver, would you mind switching",[needle driver],[switch],[NONE],Switch the needle driver to the other hand.,5
"grab it with the left hand, hold on gonna poke the balloon","[left hand, needle]","[grab, hold]",[NONE],Use the left hand to securely hold the needle.,4
you can do (both sides together),[NONE],[do both sides together],[NONE],Ensure both sides are addressed simultaneously for efficiency.,5
(explaining sutures),[sutures],[NONE],[NONE],Prepare the sutures for the next step.,3
follow him,[NONE],[follow],[NONE],Ensure the camera follows the surgical field closely.,4
"so one, 2, 4, 5 stitch we are using",[stitch],[NONE],[NONE],Ensure the stitch is ready for the next step.,2
youre gonna start?,[NONE],[start],[NONE],Initiate the procedure when ready.,4
Show me where you want to go,[NONE],[show],[NONE],Show the surgical field clearly.,3
go below...,[NONE],[go below],[NONE],Proceed cautiously to the area below.,4
Release a little bit of that,[NONE],[Release a little bit],[NONE],Release slightly.,5
Now sweep it down,[NONE],[sweep down],[NONE],Ensure controlled movement while sweeping down.,4
you dont want to drop the kidney,[NONE],[NONE],[kidney],Focus on the kidney.,1
"ok im here, careful w your L hand, one sec",[left hand],[NONE],[NONE],Maintain awareness of your left hand's position.,4
perfectly continue down there,[NONE],[continue],[NONE],Proceed with the current task.,4
your 4th arm,[4th arm],[NONE],[NONE],Position the 4th arm for optimal access.,3
one sec gonna adjust scissors,[scissors],[NONE],[NONE],Position the scissors for the next step.,5
sometimes you use the 4th arm for spleen dissection,[4th arm],[NONE],[spleen],Ensure the 4th arm is positioned away from the spleen.,2
"youre not gonna follow the spermatic cord, youre gonna come down there",[NONE],[come down],[spermatic cord],Come down gently on the spermatic cord.,3
can you coag you have some bleeding,[NONE],[coagulate],[NONE],Specify the instrument and tissue for coagulation.,3
"your L hand bright it, not up, bring it down",[left hand],[bring down],[NONE],Bring down the left hand carefully.,5
"if you move your L hand down, not up, move the camera back","[left hand, camera]","[move down, move back]",[NONE],Move the camera back slightly for better visualization.,3
pull down and go up,[NONE],"[pull down, go up]",[NONE],Adjust your movements for precision and control.,2
go a little higher; let me show you one sec,[NONE],"[go higher, let show]",[NONE],Go higher to improve visibility.,4
bring L hand down,[left hand],[bring down],[NONE],Bring down the left hand carefully.,5
"one sec, gonna bring in 4th arm",[4th arm],[NONE],[NONE],Position the 4th arm for optimal access.,4
find the ureter first,[NONE],[find],[ureter],Locate the ureter carefully.,4
coag that,[NONE],[coag],[NONE],Proceed with coagulation as needed.,4
you can open that window,[NONE],[open],[NONE],"Open carefully, ensuring clear visualization of the surgical field.",3
below the ureter ...there,[NONE],[NONE],[ureter],Focus on the ureter. Ensure clear visualization and avoid unnecessary manipulation.,3
get L hand below ureter,[left hand],[get below],[ureter],Position the left hand to get below the ureter.,5
"you dont need to grab, go in and grab up",[NONE],"[go in, grab up]",[NONE],Proceed with caution and ensure proper visualization before any action.,2
with the suction...you see it?,[suction],[NONE],[NONE],Position the suction instrument for optimal fluid management.,3
you can swipe up,[NONE],[swipe up],[NONE],Ensure your movements are controlled and deliberate.,2
get 4th arm,[4th arm],[get],[NONE],Use the 4th arm to secure the necessary instrument.,4
pull back camera,[camera],[pull back],[NONE],Pull back the camera for a better view.,5
coag that,[electrocautery],[coag],[NONE],Use electrocautery to coagulate any bleeding areas.,5
see where the suction is? theres some bleeding there,[suction],[NONE],[NONE],Position suction for optimal fluid management.,3
"move the vein, coag that",[NONE],"[move, coagulate]",[vein],Coagulate the vein carefully.,2
"traction with 4 arm, expose there",[4th arm],[expose],[NONE],Use the 4th arm to improve exposure.,5
"exactly, now with 4th arm L hand","[4th arm, left hand]",[NONE],[NONE],"Position the 4th arm, left hand, for optimal access.",4
now proceed up,[NONE],[proceed up],[NONE],Proceed with caution and maintain awareness of the surgical field.,4
"thin some of that out, layer by layer",[NONE],[thin out],[NONE],Specify the instrument and tissue for thinning out.,3
see theres a vein there,[NONE],[NONE],[vein],Identify and protect the vein.,3
thers a vein there be careful,[NONE],[be careful],[vein],Be careful around the vein.,5
you probably need to take it,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
theres some pulsation there you have to see where you are,[NONE],[see],[NONE],Ensure clear visualization of the surgical field.,3
there take it,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
dont coag!!,[NONE],[don't coagulate],[NONE],Avoid coagulating at this moment.,5
do you have another weck?,[weck],[NONE],[NONE],Position the weck for optimal access.,2
you never coag when you have to clip so close because the tissue will slide,[NONE],[NONE],[tissue],Focus on the tissue for precise identification.,2
okay continue up and i will do that,[NONE],[Continue],[NONE],Proceed with the current task.,4
when you burn the tissue,[electrocautery],[NONE],[tissue],Position the electrocautery carefully near the tissue.,3
hook will be good idea now,[hook],[use the hook],[NONE],"Use the hook carefully, ensuring no unintended contact with surrounding tissues.",3
grab and pull up,[NONE],"[grab, pull up]",[NONE],Ensure secure grip before pulling.,3
its too much tissue you need to see where you are,[NONE],[see],[NONE],Ensure clear visualization of the surgical field.,3
hold it one sec dont...,[NONE],[hold],[NONE],Ensure a secure hold on the tissue.,3
"no no no, go in, there, close it there",[NONE],"[go in, close it]",[NONE],Proceed with caution and ensure all systems are ready.,1
release,[NONE],[release],[NONE],Ensure instruments are stable before releasing.,4
"dont play there.. need to see where you are before you go back., because gonna start bleeding...need to have artery under contol",[NONE],"[stop, check, control]",[NONE],Pause and verify control status.,3
"if its not bleeding, you can stop wait and work in the main hilum and go back there later",[NONE],"[stop, wait, work, go back]",[NONE],Pause and reassess the situation.,4
"expose the veins, find the artery",[NONE],"[expose, find]","[veins, artery]",Expose and find the veins and artery carefully.,4
careful when you get the tip like that...need to lift up and use the hook,[hook],"[lift up, use]",[NONE],Lift up carefully with the hook.,5
"only one clip to artery, wanna be safe",[clip],[use only one clip],[artery],Use only one clip on the artery.,5
w L hand open the space,[left hand],[open],[NONE],Open your left hand carefully.,4
take it,[NONE],[take],[NONE],Specify the instrument and tissue for the action.,2
No the veins gonna collapse,[NONE],[NONE],[veins],Ensure veins are not compromised during the procedure.,3
lets see if we can get the upper vein first,[NONE],[get the upper first],[vein],Focus on elevating the upper part of the vein first.,5
if you can clip that one,[clip],[Clip],[NONE],Apply the clip securely to the target area.,3
"you turn the other way, completely turn, go in, down, ok close it",[NONE],"[turn, turn, go, close]",[NONE],Proceed with caution and ensure precise movements.,2
leave it there,[NONE],[leave],[NONE],Proceed to the next step when ready.,1
L hand,[left hand],[NONE],[NONE],Maintain awareness of your left hand's position.,4
show him,[NONE],[show],[NONE],Show the surgical field clearly.,2
"push up, take it",[NONE],"[push up, take]",[NONE],Clarify your action and target tissue before proceeding.,2
cut tourniquet also,[NONE],[cut],[NONE],Specify the instrument and tissue before proceeding with the cut.,2
gonna go close to lower weck,[NONE],[go close],[NONE],Proceed with caution as you move closer.,4
cut carefully,[NONE],[cut carefully],[NONE],"Cut carefully, ensuring precision and control.",4
