Dialogue,instrument,action,tissue,iat_triplet,label_prompt,generated_feedback
thats a 5 and 7 the vessels there,[NONE],[NONE],[vessels],"('[NONE]', '[NONE]', '[vessels]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [vessels]

Feedback:
",Ensure vessels are clearly visualized and protected.
get the camera back a little,[camera],[get back],[NONE],"('[camera]', '[get back]', '[NONE]')","IAT Triplet:
instrument: [camera], action: [get back], tissue: [NONE]

Feedback:
",Reposition the camera for optimal visualization.
"what you can do now that you have gotten so far...switch to 4th arm and retract more, bring it up,","[4th arm, retractor]","[switch, retract more, bring up]",[NONE],"('[4th arm, retractor]', '[switch, retract more, bring up]', '[NONE]')","IAT Triplet:
instrument: [4th arm, retractor], action: [switch, retract more, bring up], tissue: [NONE]

Feedback:
",Switch the 4th arm retractor to retract more.
if it doesnt give you..you can switch L side,[NONE],[switch],[NONE],"('[NONE]', '[switch]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [switch], tissue: [NONE]

Feedback:
",Switch instruments as needed.
so this is the capsule,[NONE],[NONE],[capsule],"('[NONE]', '[NONE]', '[capsule]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [capsule]

Feedback:
",Focus on the capsule for precise dissection.
exactly so this is the area youre close to the sphincter...contour is similar to apex..you see that?,[NONE],[NONE],"[sphincter, contour, apex]","('[NONE]', '[NONE]', '[sphincter, contour, apex]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [sphincter, contour, apex]

Feedback:
",Focus on the sphincter contour at the apex.
"this is the apex coming, and this is the urethra. so its actually pulling whole thing back so you gently push capsule down",[NONE],[gently push],"[apex, urethra, capsule]","('[NONE]', '[gently push]', '[apex, urethra, capsule]')","IAT Triplet:
instrument: [NONE], action: [gently push], tissue: [apex, urethra, capsule]

Feedback:
","Gently push the apex, urethra, and capsule."
"tap tap, thats enough",[NONE],[tap],[NONE],"('[NONE]', '[tap]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [tap], tissue: [NONE]

Feedback:
",Ensure precise tapping to maintain control.
and drop it,[NONE],[drop],[NONE],"('[NONE]', '[drop]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [drop], tissue: [NONE]

Feedback:
",Ensure the instrument is secure before proceeding.
with the elbow you can retract to distal part,[NONE],[retract],[NONE],"('[NONE]', '[retract]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [retract], tissue: [NONE]

Feedback:
",Ensure proper retraction technique.
"i like that, exactly what i mean...retracting and pulling cause that capsule is bringing the sphincter and if unnoticed can bovie thru","[retractor, electrocautery]","[retract, pull]","[capsule, sphincter]","('[retractor, electrocautery]', '[retract, pull]', '[capsule, sphincter]')","IAT Triplet:
instrument: [retractor, electrocautery], action: [retract, pull], tissue: [capsule, sphincter]

Feedback:
",Use the retractor to gently retract the capsule.
"yeah, start a little bend",[NONE],[start],[NONE],"('[NONE]', '[start]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [start], tissue: [NONE]

Feedback:
",Initiate the procedure when ready.
"dont go inside, just a bend",[NONE],"[dont go inside, bend]",[NONE],"('[NONE]', '[dont go inside, bend]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [dont go inside, bend], tissue: [NONE]

Feedback:
",Bend carefully without advancing further.
yeah just go thru it,[NONE],[go through],[NONE],"('[NONE]', '[go through]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go through], tissue: [NONE]

Feedback:
",Proceed with caution and ensure clear visualization.
go more anterior now,[NONE],[go more anterior],[NONE],"('[NONE]', '[go more anterior]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go more anterior], tissue: [NONE]

Feedback:
",Go more anterior with precision.
amazing work on posterior so yeah bring it down and other side of it,[NONE],"[bring down, bring other side]",[NONE],"('[NONE]', '[bring down, bring other side]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [bring down, bring other side], tissue: [NONE]

Feedback:
",Bring down and bring the other side as needed.
bring it down toward the rectum,[NONE],[bring down],[rectum],"('[NONE]', '[bring down]', '[rectum]')","IAT Triplet:
instrument: [NONE], action: [bring down], tissue: [rectum]

Feedback:
",Bring down the rectum carefully.
start here and go all around,[NONE],"[start, go]",[NONE],"('[NONE]', '[start, go]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [start, go], tissue: [NONE]

Feedback:
",Proceed with the next step in the procedure.
go all around yup,[NONE],[go all around],[NONE],"('[NONE]', '[go all around]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go all around], tissue: [NONE]

Feedback:
",Ensure complete circumferential access before proceeding.
"pumper, take care of that",[NONE],[take care],[NONE],"('[NONE]', '[take care]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [take care], tissue: [NONE]

Feedback:
",Ensure precision and maintain focus.
connect the bottom part to it and find that plane there because you have already created it,[NONE],"[connect, find]",[NONE],"('[NONE]', '[connect, find]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [connect, find], tissue: [NONE]

Feedback:
",Clarify your next step before proceeding.
get your R hand there inside the fossa,[right hand],[get inside],[fossa],"('[right hand]', '[get inside]', '[fossa]')","IAT Triplet:
instrument: [right hand], action: [get inside], tissue: [fossa]

Feedback:
",Advance the right hand instrument into the fossa carefully.
"exactly, i like that, just the bladder and the capsule",[NONE],[NONE],"[bladder, capsule]","('[NONE]', '[NONE]', '[bladder, capsule]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [bladder, capsule]

Feedback:
",Focus on the bladder capsule.
thats the capsule fibers,[NONE],[NONE],[capsule fibers],"('[NONE]', '[NONE]', '[capsule fibers]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [capsule fibers]

Feedback:
",Focus on preserving the capsule fibers.
"mmhm, connect A to B, find where you were",[NONE],"[connect, find]",[NONE],"('[NONE]', '[connect, find]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [connect, find], tissue: [NONE]

Feedback:
",Ensure all connections are secure before proceeding.
just go through it up there... the whole thing,[NONE],[go through],[NONE],"('[NONE]', '[go through]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go through], tissue: [NONE]

Feedback:
",Proceed with caution and ensure clear visualization.
try to open the scissors,[scissors],[open],[NONE],"('[scissors]', '[open]', '[NONE]')","IAT Triplet:
instrument: [scissors], action: [open], tissue: [NONE]

Feedback:
","Open the scissors carefully, ensuring no tissue is in the way."
"so what were gonna do inside is wash, clean, bipolar any vessels, monopolar, low pressure, wait, bladder neck","[bipolar, monopolar]","[wash, clean, bipolar, monopolar, wait]","[vessels, bladder neck]","('[bipolar, monopolar]', '[wash, clean, bipolar, monopolar, wait]', '[vessels, bladder neck]')","IAT Triplet:
instrument: [bipolar, monopolar], action: [wash, clean, bipolar, monopolar, wait], tissue: [vessels, bladder neck]

Feedback:
",Use bipolar to control bleeding at the vessels.
"I do, chromic stitch, start from 5 to 7",[chromic stitch],[start],[NONE],"('[chromic stitch]', '[start]', '[NONE]')","IAT Triplet:
instrument: [chromic stitch], action: [start], tissue: [NONE]

Feedback:
",Begin suturing with the chromic stitch.
Lets go inside the fossa,[NONE],[go inside],[NONE],"('[NONE]', '[go inside]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go inside], tissue: [NONE]

Feedback:
",Proceed with caution as you advance.
"do you appreciate the prostate, which was at apical side, now is retracted in its place",[retractor],[NONE],"[prostate, apical side]","('[retractor]', '[NONE]', '[prostate, apical side]')","IAT Triplet:
instrument: [retractor], action: [NONE], tissue: [prostate, apical side]

Feedback:
",Position the retractor to expose the apical side of the prostate.
do you see that periurethral stuff? which is coming out w us? its very important,[NONE],[NONE],[periurethral tissue],"('[NONE]', '[NONE]', '[periurethral tissue]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [periurethral tissue]

Feedback:
",Focus on the periurethral tissue for precise dissection.
just bipolar all of that,[bipolar],[bipolar],[NONE],"('[bipolar]', '[bipolar]', '[NONE]')","IAT Triplet:
instrument: [bipolar], action: [bipolar], tissue: [NONE]

Feedback:
","Use the bipolar instrument cautiously, ensuring no unintended tissue contact."
it wanted to come out w us but we retracted and now....supporting urethra,[retractor],[NONE],[urethra],"('[retractor]', '[NONE]', '[urethra]')","IAT Triplet:
instrument: [retractor], action: [NONE], tissue: [urethra]

Feedback:
",Position the retractor to optimize urethra exposure.
uh huh clean that,[NONE],[clean],[NONE],"('[NONE]', '[clean]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [clean], tissue: [NONE]

Feedback:
",Ensure the surgical field is clear and free of debris.
"*responding to resident* yeah, suture cut to me",[suture],[suture cut],[NONE],"('[suture]', '[suture cut]', '[NONE]')","IAT Triplet:
instrument: [suture], action: [suture cut], tissue: [NONE]

Feedback:
",Ensure the suture is cut cleanly and precisely.
grab it with your R hand,[left hand],[grab],[NONE],"('[left hand]', '[grab]', '[NONE]')","IAT Triplet:
instrument: [left hand], action: [grab], tissue: [NONE]

Feedback:
",Use the left hand to secure the target tissue.
pull pull pull,[NONE],[pull],[NONE],"('[NONE]', '[pull]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull], tissue: [NONE]

Feedback:
",Ensure controlled movement when pulling.
"mmhm, grab it, tie it",[NONE],"[grab, tie]",[NONE],"('[NONE]', '[grab, tie]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [grab, tie], tissue: [NONE]

Feedback:
",Ensure secure handling and tying with appropriate instruments.
pull,[NONE],[pull],[NONE],"('[NONE]', '[pull]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull], tissue: [NONE]

Feedback:
",Ensure controlled movement while pulling.
cut it,[NONE],[cut],[NONE],"('[NONE]', '[cut]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cut], tissue: [NONE]

Feedback:
",Specify the instrument and tissue before proceeding with the cut.
come back a little more for him,[NONE],[come back a little more],[NONE],"('[NONE]', '[come back a little more]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [come back a little more], tissue: [NONE]

Feedback:
",Come back a little more.
"follow his air seal, look at air seal",[NONE],"[follow, look]",[NONE],"('[NONE]', '[follow, look]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [follow, look], tissue: [NONE]

Feedback:
",Continue observing the surgical field closely.
you want to switch to a needle driver?,[needle driver],[switch],[NONE],"('[needle driver]', '[switch]', '[NONE]')","IAT Triplet:
instrument: [needle driver], action: [switch], tissue: [NONE]

Feedback:
",Switch the needle driver to the other hand.
"I thought we switched to needle driver, would you mind switching",[needle driver],[switch],[NONE],"('[needle driver]', '[switch]', '[NONE]')","IAT Triplet:
instrument: [needle driver], action: [switch], tissue: [NONE]

Feedback:
",Switch the needle driver to the other hand.
"grab it with the left hand, hold on gonna poke the balloon","[left hand, needle]","[grab, hold]",[NONE],"('[left hand, needle]', '[grab, hold]', '[NONE]')","IAT Triplet:
instrument: [left hand, needle], action: [grab, hold], tissue: [NONE]

Feedback:
",Use the left hand to securely hold the needle.
you can do (both sides together),[NONE],[do both sides together],[NONE],"('[NONE]', '[do both sides together]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [do both sides together], tissue: [NONE]

Feedback:
",Ensure both sides are addressed simultaneously for efficiency.
(explaining sutures),[sutures],[NONE],[NONE],"('[sutures]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [sutures], action: [NONE], tissue: [NONE]

Feedback:
",Prepare sutures for the next step.
follow him,[NONE],[follow],[NONE],"('[NONE]', '[follow]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [follow], tissue: [NONE]

Feedback:
",Continue following the surgical plan.
"so one, 2, 4, 5 stitch we are using",[stitch],[NONE],[NONE],"('[stitch]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [stitch], action: [NONE], tissue: [NONE]

Feedback:
",Ensure the stitch is ready for the next step.
youre gonna start?,[NONE],[start],[NONE],"('[NONE]', '[start]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [start], tissue: [NONE]

Feedback:
",Initiate the procedure when ready.
Show me where you want to go,[NONE],[show],[NONE],"('[NONE]', '[show]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [show], tissue: [NONE]

Feedback:
",Clarify what you want to show.
go below...,[NONE],[go below],[NONE],"('[NONE]', '[go below]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go below], tissue: [NONE]

Feedback:
",Proceed downward with precision.
Release a little bit of that,[NONE],[Release a little bit],[NONE],"('[NONE]', '[Release a little bit]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [Release a little bit], tissue: [NONE]

Feedback:
",Release slightly.
Now sweep it down,[NONE],[sweep down],[NONE],"('[NONE]', '[sweep down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [sweep down], tissue: [NONE]

Feedback:
",Ensure controlled movement while sweeping down.
you dont want to drop the kidney,[NONE],[NONE],[kidney],"('[NONE]', '[NONE]', '[kidney]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [kidney]

Feedback:
",Focus on the kidney for the next step.
"ok im here, careful w your L hand, one sec",[left hand],[NONE],[NONE],"('[left hand]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [left hand], action: [NONE], tissue: [NONE]

Feedback:
",Position your left hand for optimal control.
perfectly continue down there,[NONE],[continue],[NONE],"('[NONE]', '[continue]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [continue], tissue: [NONE]

Feedback:
",Proceed with the current task.
your 4th arm,[4th arm],[NONE],[NONE],"('[4th arm]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [4th arm], action: [NONE], tissue: [NONE]

Feedback:
",Ensure the 4th arm is positioned correctly for optimal access.
one sec gonna adjust scissors,[scissors],[NONE],[NONE],"('[scissors]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [scissors], action: [NONE], tissue: [NONE]

Feedback:
",Position the scissors for the next step.
sometimes you use the 4th arm for spleen dissection,[4th arm],[NONE],[spleen],"('[4th arm]', '[NONE]', '[spleen]')","IAT Triplet:
instrument: [4th arm], action: [NONE], tissue: [spleen]

Feedback:
",Monitor the 4th arm's position near the spleen.
"youre not gonna follow the spermatic cord, youre gonna come down there",[NONE],[come down],[spermatic cord],"('[NONE]', '[come down]', '[spermatic cord]')","IAT Triplet:
instrument: [NONE], action: [come down], tissue: [spermatic cord]

Feedback:
",Come down gently on the spermatic cord.
