dialogue,timestamp,case,cvid,instrument,action,tissue
No,16:19:18,9,c9_s0_0-11-42.avi,[NONE],[NONE],[NONE]
let me take it over for a second,16:19:25,9,c9_s0_0-19-21.avi,[NONE],[NONE],[NONE]
would not get blunted?,16:27:04,9,c9_s0_0-19-49.avi,[NONE],[NONE],[NONE]
put your R hand there and gently...like your finger,16:27:32,9,c9_s0_0-19-57.avi,[right hand],"[put, gently]",[NONE]
"yeah, complete the dissection...well call it...getting off skin of orange",16:27:40,9,c9_s0_0-20-14.avi,[NONE],[complete],[NONE]
instead of grabbing it i put L hand inside,16:27:57,9,c9_s0_0-20-19.avi,[left hand],[NONE],[NONE]
"and with the R hand, bluntly, now that youre in a good plane go close to prostate",16:28:02,9,c9_s0_0-20-31.avi,[left hand],[go close],[prostate]
good,16:28:14,9,c9_s0_0-20-39.avi,[NONE],[NONE],[NONE]
nice,16:28:22,9,c9_s0_0-20-41.avi,[NONE],[NONE],[NONE]
I do like to see capsule fibers,16:28:24,9,c9_s0_0-20-46.avi,[NONE],[NONE],[capsule fibers]
so...good sign youre in a good plane,16:28:29,9,c9_s0_0-20-57.avi,[NONE],[NONE],[NONE]
"if youre in right plane, this is exactly how it will be separated",16:28:40,9,c9_s0_0-21-4.avi,[NONE],[NONE],[NONE]
yeah,16:28:47,9,c9_s0_0-21-13.avi,[NONE],[NONE],[NONE]
i like that,16:28:56,9,c9_s0_0-21-44.avi,[NONE],[NONE],[NONE]
"ok, right direction, mmhm",16:29:27,9,c9_s0_0-21-54.avi,[NONE],[NONE],[NONE]
here we go x5,16:29:37,9,c9_s0_0-22-3.avi,[NONE],[NONE],[NONE]
keep your hand there... R hand there...swing like this,16:29:46,9,c9_s0_0-22-13.avi,[right hand],"[keep, swing]",[NONE]
"when you do open you put your finger there, tip a little bit anterior...gently do like this...",16:29:56,9,c9_s0_0-22-24.avi,[NONE],"[open, put, tip, do]",[NONE]
no reason your scissors cannot do that job,16:30:07,9,c9_s0_0-22-29.avi,[scissors],[NONE],[NONE]
keep ...up so doesnt perforate capsule and swing swing swing,16:30:12,9,c9_s0_0-22-34.avi,[NONE],"[keep up, swing]",[capsule]
a mature adenoma like this smoothly go all the way,16:30:17,9,c9_s0_0-23-32.avi,[NONE],[NONE],[NONE]
"yeah exactly, bovie that",16:31:15,9,c9_s0_0-23-49.avi,[bovie],[bovie],[NONE]
thats a 5 and 7 the vessels there,16:31:32,9,c9_s0_0-23-55.avi,[NONE],[NONE],[vessels]
i like that...the swing move,16:31:38,9,c9_s0_0-24-7.avi,[NONE],[NONE],[NONE]
get the camera back a little,16:31:50,9,c9_s0_0-24-18.avi,[camera],[get back],[NONE]
a lot of time you need to sacrafice...so assistant is more comfortable,16:32:01,9,c9_s0_0-24-31.avi,[NONE],[NONE],[NONE]
yeah,16:32:14,9,c9_s0_0-24-42.avi,[NONE],[NONE],[NONE]
mhm,16:32:25,9,c9_s0_0-24-48.avi,[NONE],[NONE],[NONE]
yup,16:32:31,9,c9_s0_0-24-55.avi,[NONE],[NONE],[NONE]
"nice, exactly the move",16:32:38,9,c9_s0_0-25-30.avi,[NONE],[NONE],[NONE]
"nice, i like the move",16:33:13,9,c9_s0_0-25-35.avi,[NONE],[NONE],[NONE]
"what you can do now that you have gotten so far...switch to 4th arm and retract more, bring it up,",16:33:18,9,c9_s0_0-25-52.avi,"[4th arm, retractor]","[switch, retract more, bring up]",[NONE]
yeah,16:33:35,9,c9_s0_0-26-8.avi,[NONE],[NONE],[NONE]
if it doesnt give you..you can switch L side,16:33:51,9,c9_s0_0-26-17.avi,[NONE],[switch],[NONE]
yup,16:34:00,9,c9_s0_0-26-22.avi,[NONE],[NONE],[NONE]
what you can do is basically while you are doing that...,16:34:05,9,c9_s0_0-29-12.avi,[NONE],[NONE],[NONE]
What was his HgB to start?,16:36:55,9,c9_s0_0-29-15.avi,[NONE],[NONE],[NONE]
13.4?,16:36:58,9,c9_s0_0-29-17.avi,[NONE],[NONE],[NONE]
13.1 oh yeah this was the june test,16:37:03,9,c9_s0_0-29-20.avi,[NONE],[NONE],[NONE]
"I saw that, good idea, Amp and gent, did they give gent?",16:37:10,9,c9_s0_0-29-27.avi,[NONE],[NONE],[NONE]
"Yeah, one dose only",16:37:40,9,c9_s0_0-29-57.avi,[NONE],[NONE],[NONE]
did we send UCx?,16:37:45,9,c9_s0_0-30-2.avi,[NONE],[NONE],[NONE]
ok thats when he came to clinic,16:37:50,9,c9_s0_0-30-7.avi,[NONE],[NONE],[NONE]
I like that,16:37:55,9,c9_s0_0-30-12.avi,[NONE],[NONE],[NONE]
nice,16:38:07,9,c9_s0_0-30-24.avi,[NONE],[NONE],[NONE]
so this is the capsule,16:38:14,9,c9_s0_0-30-31.avi,[NONE],[NONE],[capsule]
exactly so this is the area youre close to the sphincter...contour is similar to apex..you see that?,16:38:18,9,c9_s0_0-30-35.avi,[NONE],[NONE],"[sphincter, contour, apex]"
"this is the apex coming, and this is the urethra. so its actually pulling whole thing back so you gently push capsule down",16:38:26,9,c9_s0_0-30-43.avi,[NONE],[gently push],"[apex, urethra, capsule]"
"tap tap, thats enough",16:38:38,9,c9_s0_0-30-55.avi,[NONE],[tap],[NONE]
and drop it,16:38:42,9,c9_s0_0-30-59.avi,[NONE],[drop],[NONE]
"exactly, thats what i mean, yes",16:38:44,9,c9_s0_0-31-1.avi,[NONE],[NONE],[NONE]
with the elbow you can retract to distal part,16:38:48,9,c9_s0_0-31-5.avi,[NONE],[retract],[NONE]
nice,16:39:13,9,c9_s0_0-31-30.avi,[NONE],[NONE],[NONE]
"mmhm, uh huh (several)",16:39:19,9,c9_s0_0-31-36.avi,[NONE],[NONE],[NONE]
"nice, nice",16:39:30,9,c9_s0_0-31-47.avi,[NONE],[NONE],[NONE]
"i like that, exactly what i mean...retracting and pulling cause that capsule is bringing the sphincter and if unnoticed can bovie thru",16:39:35,9,c9_s0_0-31-52.avi,"[retractor, electrocautery]","[retract, pull]","[capsule, sphincter]"
"yeah, start a little bend",16:39:52,9,c9_s0_0-32-9.avi,[NONE],[start],[NONE]
"dont go inside, just a bend",16:39:56,9,c9_s0_0-32-13.avi,[NONE],"[dont go inside, bend]",[NONE]
yeah just go thru it,16:39:59,9,c9_s0_0-32-16.avi,[NONE],[go through],[NONE]
"uh huh yep, should get to right to this",16:40:20,9,c9_s0_0-32-37.avi,[NONE],[NONE],[NONE]
mmhm i like that,16:40:37,9,c9_s0_0-32-54.avi,[NONE],[NONE],[NONE]
good job,16:40:52,9,c9_s0_0-33-9.avi,[NONE],[NONE],[NONE]
mmhm thats exactly what you should do,16:41:12,9,c9_s0_0-33-29.avi,[NONE],[NONE],[NONE]
mmhm,16:41:40,9,c9_s0_0-33-57.avi,[NONE],[NONE],[NONE]
mmhm,16:42:11,9,c9_s0_0-34-28.avi,[NONE],[NONE],[NONE]
nice move,16:42:16,9,c9_s0_0-34-33.avi,[NONE],[NONE],[NONE]
go more anterior now,16:42:18,9,c9_s0_0-34-35.avi,[NONE],[go more anterior],[NONE]
amazing work on posterior so yeah bring it down and other side of it,16:42:22,9,c9_s0_0-34-39.avi,[NONE],"[bring down, bring other side]",[NONE]
bring it down toward the rectum,16:42:31,9,c9_s0_0-34-48.avi,[NONE],[bring down],[rectum]
start here and go all around,16:42:38,9,c9_s0_0-34-55.avi,[NONE],"[start, go]",[NONE]
go all around yup,16:42:43,9,c9_s0_0-35-0.avi,[NONE],[go all around],[NONE]
"i like that, uh huh (multiple)",16:42:49,9,c9_s0_0-35-6.avi,[NONE],[NONE],[NONE]
"yeah, a little wide there",16:43:04,9,c9_s0_0-35-21.avi,[NONE],[NONE],[NONE]
thats good,16:43:09,9,c9_s0_0-35-26.avi,[NONE],[NONE],[NONE]
"pumper, take care of that",16:43:11,9,c9_s0_0-35-28.avi,[NONE],[take care],[NONE]
connect the bottom part to it and find that plane there because you have already created it,16:43:49,9,c9_s0_0-36-6.avi,[NONE],"[connect, find]",[NONE]
get your R hand there inside the fossa,16:44:01,9,c9_s0_0-36-18.avi,[right hand],[get inside],[fossa]
"exactly, i like that, just the bladder and the capsule",16:44:06,9,c9_s0_0-36-23.avi,[NONE],[NONE],"[bladder, capsule]"
thats the capsule fibers,16:44:23,9,c9_s0_0-36-40.avi,[NONE],[NONE],[capsule fibers]
i like the angle,16:44:26,9,c9_s0_0-36-43.avi,[NONE],[NONE],[NONE]
pumper there,16:44:33,9,c9_s0_0-36-50.avi,[NONE],[NONE],[NONE]
I like it yeah,16:44:40,9,c9_s0_0-36-57.avi,[NONE],[NONE],[NONE]
"mmhm, connect A to B, find where you were",16:45:19,9,c9_s0_0-37-36.avi,[NONE],"[connect, find]",[NONE]
"uh huh i see that down there, you have a good plane there",16:45:42,9,c9_s0_0-37-59.avi,[NONE],[NONE],[NONE]
mmhm,16:47:39,9,c9_s0_0-39-56.avi,[NONE],[NONE],[NONE]
mmhm,16:47:55,9,c9_s0_0-40-12.avi,[NONE],[NONE],[NONE]
mmhm,16:48:29,9,c9_s0_0-40-46.avi,[NONE],[NONE],[NONE]
nice,16:48:36,9,c9_s0_0-40-53.avi,[NONE],[NONE],[NONE]
mmhm,16:48:52,9,c9_s0_0-41-9.avi,[NONE],[NONE],[NONE]
nice,16:49:22,9,c9_s0_0-41-39.avi,[NONE],[NONE],[NONE]
mmhm,16:51:52,9,c9_s0_0-44-9.avi,[NONE],[NONE],[NONE]
just go through it up there... the whole thing,16:52:09,9,c9_s0_0-44-26.avi,[NONE],[go through],[NONE]
No just think its a part of the...,16:52:27,9,c9_s0_0-44-44.avi,[NONE],[NONE],[NONE]
nice,16:52:54,9,c9_s0_0-45-11.avi,[NONE],[NONE],[NONE]
try to open the scissors,16:54:02,9,c9_s0_0-46-19.avi,[scissors],[open],[NONE]
so I think youve done amazing job,16:54:28,9,c9_s0_0-46-45.avi,[NONE],[NONE],[NONE]
"so what were gonna do inside is wash, clean, bipolar any vessels, monopolar, low pressure, wait, bladder neck",17:10:26,9,c9_s0_1-2-43.avi,"[bipolar, monopolar]","[wash, clean, bipolar, monopolar, wait]","[vessels, bladder neck]"
"I do, chromic stitch, start from 5 to 7",17:10:42,9,c9_s0_1-2-59.avi,[chromic stitch],[start],[NONE]
Lets go inside the fossa,17:11:18,9,c9_s0_1-3-35.avi,[NONE],[go inside],[NONE]
nice,17:11:24,9,c9_s0_1-3-41.avi,[NONE],[NONE],[NONE]
"do you appreciate the prostate, which was at apical side, now is retracted in its place",17:12:24,9,c9_s0_1-4-41.avi,[retractor],[NONE],"[prostate, apical side]"
do you see that periurethral stuff? which is coming out w us? its very important,17:12:33,9,c9_s0_1-4-50.avi,[NONE],[NONE],[periurethral tissue]
just bipolar all of that,17:12:42,9,c9_s0_1-4-59.avi,[bipolar],[bipolar],[NONE]
it wanted to come out w us but we retracted and now....supporting urethra,17:12:47,9,c9_s0_1-5-4.avi,[retractor],[NONE],[urethra]
important for continence,17:12:59,9,c9_s0_1-5-16.avi,[NONE],[NONE],[NONE]
nice,17:13:04,9,c9_s0_1-5-21.avi,[NONE],[NONE],[NONE]
uh huh clean that,17:13:51,9,c9_s0_1-6-8.avi,[NONE],[clean],[NONE]
uh huh...yep,17:19:04,9,c9_s0_1-11-21.avi,[NONE],[NONE],[NONE]
"*responding to resident* yeah, suture cut to me",17:21:23,9,c9_s0_1-13-40.avi,[suture],[suture cut],[NONE]
are you happy with the,17:21:34,9,c9_s0_1-13-51.avi,[NONE],[NONE],[NONE]
grab it with your R hand,17:29:04,9,c9_s0_1-21-21.avi,[left hand],[grab],[NONE]
pull pull pull,17:29:10,9,c9_s0_1-21-27.avi,[NONE],[pull],[NONE]
much better,17:29:15,9,c9_s0_1-21-32.avi,[NONE],[NONE],[NONE]
"Yeah I want it tight, very tight",17:29:16,9,c9_s0_1-21-33.avi,[NONE],[NONE],[NONE]
slightly bent,17:29:43,9,c9_s0_1-22-0.avi,[NONE],[NONE],[NONE]
mmhm,17:29:49,9,c9_s0_1-22-6.avi,[NONE],[NONE],[NONE]
"mmhm, grab it, tie it",17:30:25,9,c9_s0_1-22-42.avi,[NONE],"[grab, tie]",[NONE]
mmhm,17:30:32,9,c9_s0_1-22-49.avi,[NONE],[NONE],[NONE]
pull,17:30:51,9,c9_s0_1-23-8.avi,[NONE],[pull],[NONE]
cut it,17:31:41,9,c9_s0_1-23-58.avi,[NONE],[cut],[NONE]
come back a little more for him,17:31:48,9,c9_s0_1-24-5.avi,[NONE],[come back a little more],[NONE]
"mmhm, yep",17:32:14,9,c9_s0_1-24-31.avi,[NONE],[NONE],[NONE]
it should go out,17:32:46,9,c9_s0_1-25-3.avi,[NONE],[NONE],[NONE]
"follow his air seal, look at air seal",17:32:54,9,c9_s0_1-25-11.avi,[NONE],"[follow, look]",[NONE]
it should come out,17:33:07,9,c9_s0_1-25-24.avi,[NONE],[NONE],[NONE]
what happened,17:45:15,9,c9_s0_1-37-32.avi,[NONE],[NONE],[NONE]
you want to switch to a needle driver?,17:45:20,9,c9_s0_1-37-37.avi,[needle driver],[switch],[NONE]
"I thought we switched to needle driver, would you mind switching",17:47:41,9,c9_s0_1-39-58.avi,[needle driver],[switch],[NONE]
"hold on, did you cinch it down completely",17:55:53,9,c9_s0_1-48-10.avi,[NONE],[NONE],[NONE]
was there a reason you didnt cinch it down,17:56:02,9,c9_s0_1-48-19.avi,[NONE],[NONE],[NONE]
"grab it with the left hand, hold on gonna poke the balloon",17:58:33,9,c9_s0_1-50-50.avi,"[left hand, needle]","[grab, hold]",[NONE]
"mmhm, better",18:00:07,9,c9_s0_1-52-24.avi,[NONE],[NONE],[NONE]
you can do (both sides together),18:00:41,9,c9_s0_1-52-58.avi,[NONE],[do both sides together],[NONE]
mmhm,18:00:54,9,c9_s0_1-53-11.avi,[NONE],[NONE],[NONE]
why are we cutting all of this,18:07:29,9,c9_s0_1-59-46.avi,[NONE],[NONE],[NONE]
oh my god,18:07:36,9,c9_s0_1-59-53.avi,[NONE],[NONE],[NONE]
(explaining sutures),18:07:39,9,c9_s0_1-59-56.avi,[sutures],[NONE],[NONE]
just for a second i went on tumor board,18:07:47,9,c9_s0_2-0-4.avi,[NONE],[NONE],[NONE]
follow him,18:08:16,9,c9_s0_2-0-33.avi,[NONE],[follow],[NONE]
this is what I would have done,18:08:48,9,c9_s0_2-1-5.avi,[NONE],[NONE],[NONE]
"so one, 2, 4, 5 stitch we are using",18:10:47,9,c9_s0_2-3-4.avi,[stitch],[NONE],[NONE]
4 is ok,18:11:00,9,c9_s0_2-3-17.avi,[NONE],[NONE],[NONE]
youre gonna start?,14:17:00,10,c10_s0_0-6-22.avi,[NONE],[start],[NONE]
Show me where you want to go,14:18:07,10,c10_s0_0-7-29.avi,[NONE],[show],[NONE]
go below...,14:18:17,10,c10_s0_0-7-39.avi,[NONE],[go below],[NONE]
Release a little bit of that,14:18:25,10,c10_s0_0-7-47.avi,[NONE],[Release a little bit],[NONE]
Now sweep it down,14:18:33,10,c10_s0_0-7-55.avi,[NONE],[sweep down],[NONE]
see the two difference in planes here,14:18:38,10,c10_s0_0-8-0.avi,[NONE],[NONE],[NONE]
you dont want to drop the kidney,14:18:48,10,c10_s0_0-8-10.avi,[NONE],[NONE],[kidney]
"ok im here, careful w your L hand, one sec",14:18:55,10,c10_s0_0-8-17.avi,[left hand],[NONE],[NONE]
let me show you,14:19:00,10,c10_s0_0-8-22.avi,[NONE],[NONE],[NONE]
perfectly continue down there,14:21:52,10,c10_s0_0-11-14.avi,[NONE],[continue],[NONE]
your 4th arm,14:22:06,10,c10_s0_0-11-28.avi,[4th arm],[NONE],[NONE]
one sec gonna adjust scissors,14:22:33,10,c10_s0_0-11-55.avi,[scissors],[NONE],[NONE]
sometimes you use the 4th arm for spleen dissection,14:23:17,10,c10_s0_0-12-39.avi,[4th arm],[NONE],[spleen]
"youre not gonna follow the spermatic cord, youre gonna come down there",14:24:00,10,c10_s0_0-13-22.avi,[NONE],[come down],[spermatic cord]
can you coag you have some bleeding,14:24:44,10,c10_s0_0-14-6.avi,[NONE],[coagulate],[NONE]
"your L hand bright it, not up, bring it down",14:25:52,10,c10_s0_0-15-14.avi,[left hand],[bring down],[NONE]
exactly..so you can see where you are,14:25:58,10,c10_s0_0-15-20.avi,[NONE],[NONE],[NONE]
"nice, beautiful, gentle maneuvers, good",14:27:15,10,c10_s0_0-16-37.avi,[NONE],[NONE],[NONE]
"if you move your L hand down, not up, move the camera back",14:27:27,10,c10_s0_0-16-49.avi,"[left hand, camera]","[move down, move back]",[NONE]
let me show you one thing,14:27:34,10,c10_s0_0-16-56.avi,[NONE],[NONE],[NONE]
nice,14:29:38,10,c10_s0_0-19-0.avi,[NONE],[NONE],[NONE]
cont there,14:30:02,10,c10_s0_0-19-24.avi,[NONE],[NONE],[NONE]
"cont there, theres more to progress",14:30:47,10,c10_s0_0-20-9.avi,[NONE],[NONE],[NONE]
"thats perfect, doing great",14:30:54,10,c10_s0_0-20-16.avi,[NONE],[NONE],[NONE]
pull down and go up,14:30:58,10,c10_s0_0-20-20.avi,[NONE],"[pull down, go up]",[NONE]
"exactly traction, counter traction",14:31:09,10,c10_s0_0-20-31.avi,[NONE],[NONE],[NONE]
no no cont there,14:31:15,10,c10_s0_0-20-37.avi,[NONE],[NONE],[NONE]
thats not a spleen you can cut,14:31:20,10,c10_s0_0-20-42.avi,[NONE],[NONE],[NONE]
go a little higher; let me show you one sec,14:31:30,10,c10_s0_0-20-52.avi,[NONE],"[go higher, let show]",[NONE]
bring L hand down,14:37:18,10,c10_s0_0-26-40.avi,[left hand],[bring down],[NONE]
"one sec, gonna bring in 4th arm",14:39:34,10,c10_s0_0-28-56.avi,[4th arm],[NONE],[NONE]
find the ureter first,14:39:41,10,c10_s0_0-29-3.avi,[NONE],[find],[ureter]
"exactly, swiping up",14:39:52,10,c10_s0_0-29-14.avi,[NONE],[NONE],[NONE]
coag that,14:39:53,10,c10_s0_0-29-15.avi,[NONE],[coag],[NONE]
some bleeding there,14:40:01,10,c10_s0_0-29-23.avi,[NONE],[NONE],[NONE]
yeah,14:40:29,10,c10_s0_0-29-51.avi,[NONE],[NONE],[NONE]
yeah,14:40:40,10,c10_s0_0-30-1.avi,[NONE],[NONE],[NONE]
yeah,14:40:48,10,c10_s0_0-30-9.avi,[NONE],[NONE],[NONE]
you can open that window,14:40:52,10,c10_s0_0-30-14.avi,[NONE],[open],[NONE]
below the ureter ...there,14:40:56,10,c10_s0_0-30-18.avi,[NONE],[NONE],[ureter]
get L hand below ureter,14:41:07,10,c10_s0_0-30-28.avi,[left hand],[get below],[ureter]
"you dont need to grab, go in and grab up",14:41:12,10,c10_s0_0-30-34.avi,[NONE],"[go in, grab up]",[NONE]
with the suction...you see it?,14:41:20,10,c10_s0_0-30-42.avi,[suction],[NONE],[NONE]
you can swipe up,14:41:39,10,c10_s0_0-31-1.avi,[NONE],[swipe up],[NONE]
get 4th arm,14:41:56,10,c10_s0_0-31-18.avi,[4th arm],[get],[NONE]
pull back camera,14:42:16,10,c10_s0_0-31-38.avi,[camera],[pull back],[NONE]
coag that,14:42:50,10,c10_s0_0-32-12.avi,[electrocautery],[coag],[NONE]
see where the suction is? theres some bleeding there,14:43:15,10,c10_s0_0-32-37.avi,[suction],[NONE],[NONE]
"move the vein, coag that",14:43:19,10,c10_s0_0-32-41.avi,[NONE],"[move, coagulate]",[vein]
"i think thats now what you need, thats enough there",14:43:29,10,c10_s0_0-32-50.avi,[NONE],[NONE],[NONE]
"traction with 4 arm, expose there",14:43:33,10,c10_s0_0-32-55.avi,[4th arm],[expose],[NONE]
"exactly, now with 4th arm L hand",14:43:47,10,c10_s0_0-33-9.avi,"[4th arm, left hand]",[NONE],[NONE]
excellent,14:44:00,10,c10_s0_0-33-22.avi,[NONE],[NONE],[NONE]
now proceed up,14:44:03,10,c10_s0_0-33-24.avi,[NONE],[proceed up],[NONE]
no not yet,14:44:20,10,c10_s0_0-33-42.avi,[NONE],[NONE],[NONE]
"thin some of that out, layer by layer",14:44:29,10,c10_s0_0-33-51.avi,[NONE],[thin out],[NONE]
see theres a vein there,14:45:17,10,c10_s0_0-34-39.avi,[NONE],[NONE],[vein]
thers a vein there be careful,14:45:32,10,c10_s0_0-34-54.avi,[NONE],[be careful],[vein]
you saw it?,14:45:41,10,c10_s0_0-35-3.avi,[NONE],[NONE],[NONE]
you probably need to take it,14:45:45,10,c10_s0_0-35-7.avi,[NONE],[take],[NONE]
weck,14:45:53,10,c10_s0_0-35-15.avi,[NONE],[NONE],[NONE]
no you dont need to,14:46:04,10,c10_s0_0-35-26.avi,[NONE],[NONE],[NONE]
you want another one also?,14:46:20,10,c10_s0_0-35-42.avi,[NONE],[NONE],[NONE]
theres some pulsation there you have to see where you are,14:46:30,10,c10_s0_0-35-51.avi,[NONE],[see],[NONE]
yeah close to the upper one,14:46:49,10,c10_s0_0-36-11.avi,[NONE],[NONE],[NONE]
dont coag!!,14:46:50,10,c10_s0_0-36-12.avi,[NONE],[don't coagulate],[NONE]
do you have another weck?,14:46:55,10,c10_s0_0-36-17.avi,[weck],[NONE],[NONE]
uh now its gonna slide,14:46:58,10,c10_s0_0-36-20.avi,[NONE],[NONE],[NONE]
you never coag when you have to clip so close because the tissue will slide,14:47:02,10,c10_s0_0-36-24.avi,[NONE],[NONE],[tissue]
okay continue up and i will do that,14:47:12,10,c10_s0_0-36-34.avi,[NONE],[Continue],[NONE]
when you burn the tissue,14:47:27,10,c10_s0_0-36-49.avi,[electrocautery],[NONE],[tissue]
let me take it,14:47:44,10,c10_s0_0-37-6.avi,[NONE],[NONE],[NONE]
there take it,14:49:38,10,c10_s0_0-39-0.avi,[NONE],[take],[NONE]
hook will be good idea now,14:58:16,10,c10_s0_0-47-38.avi,[hook],[use the hook],[NONE]
grab and pull up,15:00:25,10,c10_s0_0-49-47.avi,[NONE],"[grab, pull up]",[NONE]
its too much tissue you need to see where you are,15:00:50,10,c10_s0_0-50-12.avi,[NONE],[see],[NONE]
branches bleeding down there,15:01:14,10,c10_s0_0-50-36.avi,[NONE],[NONE],[NONE]
hold it one sec dont...,15:01:16,10,c10_s0_0-50-38.avi,[NONE],[hold],[NONE]
yeah,15:02:20,10,c10_s0_0-51-42.avi,[NONE],[NONE],[NONE]
"no no no, go in, there, close it there",15:02:22,10,c10_s0_0-51-44.avi,[NONE],"[go in, close it]",[NONE]
release,15:02:42,10,c10_s0_0-52-4.avi,[NONE],[release],[NONE]
"dont play there.. need to see where you are before you go back., because gonna start bleeding...need to have artery under contol",15:02:56,10,c10_s0_0-52-18.avi,[NONE],"[stop, check, control]",[NONE]
"if its not bleeding, you can stop wait and work in the main hilum and go back there later",15:03:11,10,c10_s0_0-52-33.avi,[NONE],"[stop, wait, work, go back]",[NONE]
see its not bleeding now,15:03:16,10,c10_s0_0-52-38.avi,[NONE],[NONE],[NONE]
"expose the veins, find the artery",15:03:21,10,c10_s0_0-52-43.avi,[NONE],"[expose, find]","[veins, artery]"
careful when you get the tip like that...need to lift up and use the hook,15:03:52,10,c10_s0_0-53-14.avi,[hook],"[lift up, use]",[NONE]
let me show you,15:03:58,10,c10_s0_0-53-20.avi,[NONE],[NONE],[NONE]
*talking about clip placement and order,15:07:42,10,c10_s0_0-57-4.avi,[NONE],[NONE],[NONE]
"only one clip to artery, wanna be safe",15:07:52,10,c10_s0_0-57-14.avi,[clip],[use only one clip],[artery]
as low as possible,15:08:10,10,c10_s0_0-57-31.avi,[NONE],[NONE],[NONE]
w L hand open the space,15:08:14,10,c10_s0_0-57-36.avi,[left hand],[open],[NONE]
